140.00,17.09
141.00,17.09
142.00,17.03
143.00,17.03
144.00,17.03
145.00,17.03
146.00,16.96
147.00,16.96
148.00,16.96
149.00,16.96
150.00,16.93
151.00,16.90
152.00,16.87
153.00,16.87
154.00,16.87
155.00,16.87
156.00,16.87
157.00,16.85
158.00,16.83
159.00,16.81
160.00,16.81
161.00,16.81
162.00,16.81
163.00,16.72
164.00,16.72
165.00,16.72
166.00,16.72
167.00,16.72
168.00,16.72
169.00,16.72
170.00,16.72
171.00,16.66
172.00,16.66
173.00,16.66
174.00,16.66
175.00,16.66
176.00,16.66
177.00,16.66
178.00,16.57
179.00,16.57
180.00,16.57
181.00,16.57
182.00,16.57
183.00,16.57
184.00,16.57
185.00,16.57
186.00,16.57
187.00,16.57
188.00,16.57
189.00,16.57
190.00,16.57
191.00,16.57
192.00,16.55
193.00,16.53
194.00,16.51
195.00,16.49
196.00,16.48
197.00,16.48
198.00,16.48
199.00,16.42
200.00,16.42
201.00,16.42
202.00,16.42
203.00,16.42
204.00,16.42
205.00,16.42
206.00,16.42
207.00,16.42
208.00,16.42
209.00,16.42
210.00,16.42
211.00,16.42
212.00,16.42
213.00,16.35
214.00,16.35
215.00,16.35
216.00,16.35
217.00,16.35
218.00,16.35
219.00,16.35
220.00,16.34
221.00,16.32
222.00,16.30
223.00,16.28
224.00,16.27
225.00,16.27
226.00,16.27
227.00,16.27
228.00,16.27
229.00,16.27
230.00,16.27
231.00,16.27
232.00,16.27
233.00,16.27
234.00,16.27
235.00,16.27
236.00,16.27
237.00,16.27
238.00,16.27
239.00,16.27
240.00,16.27
241.00,16.20
242.00,16.20
243.00,16.20
244.00,16.20
245.00,16.20
246.00,16.20
247.00,16.20
248.00,16.12
249.00,16.12
250.00,16.12
251.00,16.12
252.00,16.11
253.00,16.08
254.00,16.06
255.00,16.05
256.00,16.05
257.00,16.05
258.00,16.05
259.00,16.04
260.00,16.01
261.00,15.98
262.00,15.97
263.00,15.97
264.00,15.97
265.00,15.88
266.00,15.88
267.00,15.88
268.00,15.88
269.00,15.88
270.00,15.88
271.00,15.88
272.00,15.87
273.00,15.86
274.00,15.84
275.00,15.82
276.00,15.81
277.00,15.81
278.00,15.81
279.00,15.81
280.00,15.75
281.00,15.75
282.00,15.75
283.00,15.66
284.00,15.64
285.00,15.63
286.00,15.61
287.00,15.59
288.00,15.56
289.00,15.53
290.00,15.51
291.00,15.51
292.00,15.51
293.00,15.45
294.00,15.45
295.00,15.45
296.00,15.45
297.00,15.35
298.00,15.32
299.00,15.30
300.00,15.27
301.00,15.27
302.00,15.27
303.00,15.27
304.00,15.14
305.00,15.12
306.00,15.10
307.00,15.07
308.00,15.06
309.00,15.06
310.00,15.06
311.00,14.90
312.00,14.90
313.00,14.90
314.00,14.90
315.00,14.90
316.00,14.88
317.00,14.86
318.00,14.75
319.00,14.75
320.00,14.75
321.00,14.67
322.00,14.67
323.00,14.67
324.00,14.67
325.00,14.54
326.00,14.54
327.00,14.54
328.00,14.38
329.00,14.36
330.00,14.34
331.00,14.32
332.00,14.30
333.00,14.30
334.00,14.30
335.00,14.30
336.00,14.30
337.00,14.23
338.00,14.23
339.00,14.23
340.00,14.06
341.00,14.06
342.00,14.06
343.00,14.06
344.00,13.93
345.00,13.93
346.00,13.93
347.00,13.84
348.00,13.84
349.00,13.84
350.00,13.69
351.00,13.69
352.00,13.69
353.00,13.69
354.00,13.63
355.00,13.63
356.00,13.63
357.00,13.54
358.00,13.54
359.00,13.54
360.00,13.54
361.00,13.44
362.00,13.42
363.00,13.41
364.00,13.39
365.00,13.32
366.00,13.32
367.00,13.32
368.00,13.31
369.00,13.29
370.00,13.26
371.00,13.24
372.00,13.17
373.00,13.17
374.00,13.17
375.00,13.15
376.00,13.12
377.00,13.09
378.00,13.09
379.00,13.09
380.00,13.09
381.00,13.09
382.00,13.02
383.00,13.02
384.00,13.02
385.00,12.94
386.00,12.94
387.00,12.94
388.00,12.94
389.00,12.94
390.00,12.94
391.00,12.94
392.00,12.94
393.00,12.85
394.00,12.85
395.00,12.85
396.00,12.78
397.00,12.78
398.00,12.78
399.00,12.78
400.00,12.78
401.00,12.78
402.00,12.78
403.00,12.72
404.00,12.72
405.00,12.72
406.00,12.72
407.00,12.72
408.00,12.72
409.00,12.72
410.00,12.63
411.00,12.63
412.00,12.63
413.00,12.63
414.00,12.63
415.00,12.63
416.00,12.63
417.00,12.57
418.00,12.57
419.00,12.57
420.00,12.57
421.00,12.57
422.00,12.57
423.00,12.57
424.00,12.48
425.00,12.48
426.00,12.48
427.00,12.48
428.00,12.47
429.00,12.45
430.00,12.43
431.00,12.42
432.00,12.42
433.00,12.42
434.00,12.42
435.00,12.42
436.00,12.42
437.00,12.42
438.00,12.33
439.00,12.33
440.00,12.33
441.00,12.24
442.00,12.24
443.00,12.24
444.00,12.24
445.00,12.24
446.00,12.22
447.00,12.20
448.00,12.19
449.00,12.18
450.00,12.18
451.00,12.18
452.00,12.18
453.00,12.18
454.00,12.18
455.00,12.18
456.00,12.11
457.00,12.11
458.00,12.11
459.00,12.11
460.00,12.11
461.00,12.11
462.00,12.03
463.00,12.03
464.00,12.03
465.00,12.03
466.00,12.03
467.00,12.03
468.00,12.03
469.00,12.02
470.00,12.00
471.00,12.00
472.00,12.00
473.00,12.00
474.00,12.00
475.00,12.00
476.00,12.00
477.00,12.00
478.00,12.00
479.00,12.00
480.00,12.00
481.00,12.00
482.00,12.00
483.00,12.00
484.00,12.00
485.00,12.00
486.00,12.00
487.00,12.00
488.00,12.00
489.00,12.00
490.00,12.00
491.00,12.00
492.00,12.00
493.00,12.00
494.00,12.00
495.00,12.00
496.00,12.00
497.00,12.00
498.00,12.00
499.00,12.00
