Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330202201
Firmware Version,1.4
Calibration Date,3
ProtocolName_Number,TEST_124
TestStartTime,12:13:10
TestStartDate,2026/07/08
TestLength [D:H:M:S],0:0:0:40
Sample Interval [H:M:S],0.0:0.0:0.25
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm threshold [#/cm3],4000.000
Density [g/cm3],1.000
Refractive Index,1.500-0.000j
Shape Correction Factor,0.000
FlowCal,1.000
Deadtime Correction Factor,1
Errors,
Number of Samples,30
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
1,19,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
2,31,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
3,42,16,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
4,37,10,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
5,21,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
6,40,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
7,26,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.565,30.000,0.000,101.534,0,
8,32,12,3,4,2,1,0,0,0,1,3,1,0,1,0,0,0,0.565,30.018,0.000,101.534,0,
9,52,28,46,36,12,47,38,79,131,207,261,160,82,20,4,1,0,0.565,30.018,0.000,101.534,0,
10,30,34,13,20,17,30,21,40,84,141,126,87,36,10,2,0,0,0.565,30.018,0.000,101.534,0,
11,24,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
12,32,6,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
13,29,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.502,0,
14,33,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
15,30,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
16,29,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
17,34,15,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
18,27,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
19,35,8,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
20,32,11,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
21,28,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
22,27,11,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
23,32,11,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.565,0,
24,29,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
25,36,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
26,30,18,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
27,36,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
28,28,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.565,30.055,0.000,101.534,0,
29,39,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,30.018,0.000,101.534,0,
30,27,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,30.055,0.000,101.534,0,
