Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330202201
Firmware Version,1.4
Calibration Date,3
ProtocolName_Number,TEST_124
TestStartTime,11:33:19
TestStartDate,2026/07/08
TestLength [D:H:M:S],0:0:0:40
Sample Interval [H:M:S],0.0:0.0:0.25
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm threshold [#/cm3],4000.000
Density [g/cm3],1.000
Refractive Index,1.500-0.000j
Shape Correction Factor,0.000
FlowCal,1.000
Deadtime Correction Factor,1
Errors,
Number of Samples,30
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.814,0.000,101.471,0,
1,39,11,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.565,24.814,0.000,101.502,0,
2,31,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.565,24.814,0.000,101.471,0,
3,33,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.814,0.000,101.471,0,
4,28,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.814,0.000,101.471,0,
5,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.814,0.000,101.471,0,
6,33,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.814,0.000,101.471,0,
7,29,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.847,0.000,101.502,0,
8,22,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.847,0.000,101.502,0,
9,37,10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.565,24.847,0.000,101.471,0,
10,28,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.565,24.847,0.000,101.471,0,
11,31,12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,24.847,0.000,101.471,0,
12,26,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.471,0,
13,22,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.847,0.000,101.471,0,
14,34,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.471,0,
15,24,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.502,0,
16,23,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.471,0,
17,27,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.502,0,
18,25,8,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.502,0,
19,34,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.864,0.000,101.471,0,
20,30,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,24.898,0.000,101.471,0,
21,27,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.898,0.000,101.502,0,
22,27,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.898,0.000,101.471,0,
23,31,13,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.565,24.898,0.000,101.471,0,
24,32,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.898,0.000,101.471,0,
25,39,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.565,24.898,0.000,101.471,0,
26,29,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.565,24.898,0.000,101.471,0,
28,22,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.915,0.000,101.502,0,
29,27,10,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.565,24.898,0.000,101.502,0,
30,37,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,24.915,0.000,101.471,0,
